Date,BRLUSDCurncy,CDXTEL15Index,CDXTHL15Index,CDXTIL15Index,CNYCNHCMPNCurncy,CNYUSDCurncy,CSIAIndex,CSIBARCIndex,CSIBBBIndex,EPUCNUSDIndex,EURUSDCurncy,FEDL01Index,JPMVXYEMIndex,JPMVXYG7Index,MOVEIndex,MXEFIndex,SPXIndex,TYVIXIndex,USDCADCurncy,USDKRWCurncy,USGG10YRIndex,USGG2YRIndex,USGG30YRIndex,USGG3MINDEX,USGG5YRIndex,V2XINDEX,VIXIndex
728521,1.1173,NaN,NaN,NaN,NaN,0.11639,NaN,3.11,NaN,76.77,1.247,4.5,NaN,10.64,121.91,544.76,461.23,NaN,1.3807,802.6,7.299,6.235,7.506,4.555,6.954,NaN,12.06
728522,1.1161,NaN,NaN,NaN,NaN,0.11643,NaN,3.26,NaN,98.58,1.2452,4.35,NaN,10.6,119.7,551.02,465.01,NaN,1.3784,802.6,7.148,6.157,7.368,4.724,6.818,NaN,11.39
728523,1.1136,NaN,NaN,NaN,NaN,0.11647,NaN,3.24,NaN,227.37,1.243,4.72,NaN,10.46,115.64,558.08,465.17,NaN,1.3778,802.9,7.174,6.157,7.395,4.682,6.848,NaN,11.54
728524,1.1179,NaN,NaN,NaN,NaN,0.1165,NaN,3.14,NaN,177.41,1.2519,4.7,NaN,10.72,113.89,561.74,463.17,NaN,1.3783,801.5,7.274,6.2,7.494,4.651,6.923,NaN,12.07
728525,1.1198,NaN,NaN,NaN,NaN,0.11655,NaN,3.15,NaN,133.69,1.2587,4.64,NaN,10.67,112.44,565.81,463.68,NaN,1.3756,800.5,7.256,6.183,7.485,4.659,6.9,NaN,12.83
728528,1.1287,NaN,NaN,NaN,NaN,0.11657,NaN,3.09,NaN,220.28,1.266,4.69,NaN,10.79,114.04,574.97,462.32,NaN,1.3748,801.1,7.319,6.235,7.556,4.617,6.961,NaN,12.62
728529,1.1287,NaN,NaN,NaN,NaN,0.1166,NaN,3.13,NaN,146.69,1.2617,4.64,NaN,10.74,114.5,571.52,464.51,NaN,1.3766,800.8,7.285,6.183,7.537,4.683,6.927,NaN,11.75
728530,1.1319,NaN,NaN,NaN,NaN,0.11663,NaN,3.21,NaN,40.18,1.259,4.64,NaN,10.69,108.67,570.36,469.03,NaN,1.373,800.4,7.205,6.183,7.463,4.641,6.84,NaN,11.57
728531,1.128,NaN,NaN,NaN,NaN,0.11667,NaN,3.14,NaN,29.24,1.2552,4.75,NaN,10.55,108.94,570.1,468.08,NaN,1.3723,799.3,7.272,6.233,7.535,4.651,6.909,NaN,12.02
728532,1.1274,NaN,NaN,NaN,NaN,0.11667,NaN,3.18,NaN,39.3,1.2427,4.71,NaN,10.48,107.59,565.89,473.8,NaN,1.3705,799,7.227,6.2,7.482,4.66,6.864,NaN,12.19
728535,1.1173,NaN,NaN,NaN,NaN,0.1168,NaN,3.18,NaN,45.59,1.2427,4.78,NaN,10.48,109.27,567.6,474.59,NaN,1.3669,798.9,7.229,6.191,7.493,4.659,6.857,NaN,11.82
728536,1.1287,NaN,NaN,NaN,NaN,0.1168,NaN,3.21,NaN,36.51,1.2303,4.67,NaN,10.55,109.57,570.42,476.07,NaN,1.3685,798.4,7.196,6.157,7.463,4.693,6.823,NaN,11.23
728537,1.1261,NaN,NaN,NaN,NaN,0.11682,NaN,3.24,NaN,31.54,1.2341,4.7,NaN,10.55,109.7,571.3,475.49,NaN,1.367,797.9,7.173,6.149,7.451,4.661,6.804,NaN,11.97
728538,1.1312,NaN,NaN,NaN,NaN,0.11686,NaN,3.24,NaN,48.61,1.2341,4.76,NaN,10.66,109.66,575.88,473.17,NaN,1.3661,797.3,7.169,6.132,7.452,4.651,6.789,NaN,11.86
728539,1.1299,NaN,NaN,NaN,NaN,0.1169,NaN,3.21,NaN,39.11,1.2478,4.72,NaN,10.65,111.06,575.54,470.99,NaN,1.3657,797.3,7.198,6.139,7.49,4.648,6.807,NaN,11.4
728543,1.1312,NaN,NaN,NaN,NaN,0.11696,NaN,3.16,NaN,110.37,1.2583,4.81,NaN,10.65,112.65,571.47,471.86,NaN,1.3677,798,7.255,6.19,7.545,4.648,6.871,NaN,11.69
728544,1.1312,NaN,NaN,NaN,NaN,0.117,NaN,3.13,NaN,73.1,1.252,4.74,NaN,10.88,113.59,571.61,470.96,NaN,1.3673,798,7.28,6.206,7.564,4.651,6.893,NaN,11.81
728545,1.1364,NaN,NaN,NaN,NaN,0.11703,NaN,3.13,NaN,14.38,1.2472,4.72,NaN,10.69,114.39,579.48,473.14,NaN,1.3702,798.3,7.28,6.189,7.564,4.64,6.89,NaN,11.86
728546,1.1481,NaN,NaN,NaN,NaN,0.11706,NaN,2.98,NaN,91.14,1.2591,4.68,NaN,10.65,111.68,581.05,468.18,NaN,1.3668,798.1,7.431,6.325,7.703,4.669,7.045,NaN,13.12
728549,1.1737,NaN,NaN,NaN,NaN,0.11708,NaN,2.96,NaN,62.11,1.258,4.73,NaN,10.76,112.78,580.62,466.21,NaN,1.3675,797.6,7.452,6.351,7.711,4.69,7.071,NaN,14.01
728550,1.1641,NaN,NaN,NaN,NaN,0.1171,NaN,3,NaN,88.49,1.2542,4.64,NaN,10.78,111.38,580.47,467.51,NaN,1.3481,797.3,7.415,6.317,7.681,4.704,7.037,NaN,13.77
728551,1.171,NaN,NaN,NaN,NaN,0.11712,NaN,3.01,NaN,59.47,1.2628,4.78,NaN,10.78,111.37,584.88,468.8,NaN,1.3526,796.8,7.397,6.291,7.674,4.682,7.01,NaN,13.09
728552,1.1655,NaN,NaN,NaN,NaN,0.11713,NaN,3.08,NaN,62.78,1.2563,4.79,NaN,10.73,110.02,584.58,474.81,NaN,1.3523,797,7.331,6.248,7.635,4.692,6.95,NaN,11.88
728553,1.1689,NaN,NaN,NaN,NaN,0.11716,NaN,2.91,NaN,92.98,1.2645,4.68,NaN,10.72,112.61,587.11,471.19,NaN,1.3503,796.8,7.499,6.386,7.772,4.711,7.117,NaN,12.8
728556,1.1723,NaN,NaN,NaN,NaN,0.11717,NaN,2.92,NaN,210.22,1.2528,4.71,NaN,10.86,111.97,586.18,470.85,NaN,1.3508,796.6,7.488,6.377,7.76,4.69,7.102,NaN,13.06
728557,1.1723,NaN,NaN,NaN,NaN,0.11718,NaN,2.9,NaN,382.1,1.2555,4.7,NaN,10.9,111.46,583.97,463.36,NaN,1.3413,796.6,7.511,6.395,7.775,4.714,7.133,NaN,14.45
728558,1.1682,NaN,NaN,NaN,NaN,0.11718,NaN,2.84,NaN,89.97,1.2601,4.87,NaN,10.93,111.09,585.66,461.46,NaN,1.3416,796.6,7.566,6.499,7.807,4.911,7.202,NaN,14.49
728559,1.171,NaN,NaN,NaN,NaN,0.11719,NaN,2.87,NaN,116.13,1.256,4.78,NaN,10.8,110.43,586.39,461.27,NaN,1.3443,796.6,7.545,6.465,7.778,4.91,7.171,NaN,13.89
728560,1.1655,NaN,NaN,NaN,NaN,0.1172,NaN,2.85,NaN,29.71,1.2599,4.71,NaN,10.79,110.26,583.98,459.67,NaN,1.3435,797.7,7.562,6.491,7.793,4.898,7.198,NaN,14.53
728563,1.1614,NaN,NaN,NaN,NaN,0.11721,NaN,2.85,NaN,146.3,1.2524,4.78,NaN,10.79,111.57,582.52,460.82,NaN,1.3495,799.3,7.559,6.492,7.798,4.887,7.194,NaN,14.56
728564,1.1574,NaN,NaN,NaN,NaN,0.11722,NaN,2.81,NaN,137.84,1.2587,4.29,NaN,10.86,116.63,579.3,462.05,NaN,1.3448,799.6,7.601,6.492,7.846,4.807,7.222,NaN,14.13
728565,1.1587,NaN,NaN,NaN,NaN,0.11723,NaN,2.83,NaN,75.45,1.2591,4.61,NaN,10.73,114.65,575.49,464.84,NaN,1.3421,797.4,7.576,6.5,7.814,4.61,7.214,NaN,13.25
728566,1.1751,NaN,NaN,NaN,NaN,0.11722,NaN,2.79,NaN,69.5,1.2602,4.77,NaN,10.66,114.79,574.1,462.24,NaN,1.3433,796,7.617,6.576,7.843,4.692,7.277,NaN,13.97
728567,1.1737,NaN,NaN,NaN,NaN,0.11723,NaN,3.04,NaN,66.93,1.2561,5.44,NaN,10.69,110.88,577.29,462.69,NaN,1.3436,795.8,7.603,6.585,7.817,4.773,7.28,NaN,14.28
728570,1.1737,NaN,NaN,NaN,NaN,0.11722,NaN,2.98,NaN,82.38,1.2517,4.83,NaN,10.29,113.21,575.62,461.74,NaN,1.344,795.1,7.657,6.661,7.85,4.856,7.345,NaN,15.44
728571,1.1792,NaN,NaN,NaN,NaN,0.11722,NaN,2.96,NaN,59.61,1.2552,4.78,NaN,10,112.99,575.07,454.59,NaN,1.3448,795.1,7.683,6.67,7.883,5.078,7.36,NaN,16.66
728572,1.182,NaN,NaN,NaN,NaN,0.11722,NaN,2.88,NaN,66.85,1.2609,4.77,NaN,10.06,115.31,571.77,453.52,NaN,1.3455,797,7.762,6.713,7.947,5.077,7.433,NaN,15.92
728573,1.1834,NaN,NaN,NaN,NaN,0.11723,NaN,2.87,NaN,68.25,1.2599,4.77,NaN,10.01,115.98,570.21,452.36,NaN,1.3473,797.2,7.769,6.713,7.953,5.097,7.426,NaN,16.24
728574,1.1862,NaN,NaN,NaN,NaN,0.11723,NaN,2.95,NaN,81.56,1.2623,4.57,NaN,9.8,116.15,567.14,455.1,NaN,1.3473,797.2,7.69,6.636,7.909,5.032,7.334,NaN,14.92
728577,1.1933,NaN,NaN,NaN,NaN,0.11723,NaN,2.95,NaN,52.58,1.2552,4.57,NaN,9.81,118.05,565.39,459.04,NaN,1.346,798.65,7.692,6.636,7.902,5.032,7.334,NaN,14.72
728578,1.199,NaN,NaN,NaN,NaN,0.11723,NaN,2.99,NaN,53.2,1.2568,4.71,NaN,9.64,114.24,569.09,465.79,NaN,1.344,796,7.648,6.619,7.865,5.021,7.303,NaN,13.55
728579,1.199,NaN,NaN,NaN,NaN,0.11723,NaN,2.94,NaN,114.05,1.2607,4.56,NaN,9.64,114.97,574.19,465.47,NaN,1.3463,797,7.697,6.67,7.896,5.119,7.353,NaN,14.51
728580,1.1976,NaN,NaN,NaN,NaN,0.11723,NaN,3,NaN,34.51,1.2606,4.71,NaN,9.54,111.08,576.42,467.77,NaN,1.3508,797.4,7.643,6.619,7.854,5.035,7.307,NaN,14.9
728581,1.2077,NaN,NaN,NaN,NaN,0.11723,NaN,3.04,NaN,81.34,1.2783,4.71,NaN,9.86,109.72,577.66,469.1,NaN,1.3548,796.1,7.597,6.549,7.828,4.981,7.25,NaN,13.32
728584,1.2077,NaN,NaN,NaN,NaN,0.11723,NaN,3.04,NaN,115.49,1.291,4.78,NaN,10.18,109.92,577.51,468.96,NaN,1.3543,795.7,7.602,6.558,7.824,4.97,7.25,NaN,14.76
728585,1.182,NaN,NaN,NaN,NaN,0.11723,NaN,3,NaN,68.49,1.2937,4.71,NaN,10.14,108.9,576.23,467.66,NaN,1.3541,796.8,7.641,6.593,7.869,5.036,7.296,NaN,14.59
728586,1.1737,NaN,NaN,NaN,NaN,0.11723,NaN,2.97,NaN,45.25,1.2937,4.69,NaN,10.18,109.18,573.61,470.28,NaN,1.3548,796.7,7.669,6.636,7.889,5.025,7.334,NaN,15.13
728587,1.1696,NaN,NaN,NaN,NaN,0.11724,NaN,2.84,NaN,48.64,1.2932,4.7,NaN,10.08,108.46,571.01,466.85,NaN,1.3571,795.7,7.796,6.758,7.991,5.128,7.465,NaN,15.99
728588,1.1737,NaN,NaN,NaN,NaN,0.11724,NaN,2.86,NaN,51.98,1.2975,4.68,NaN,10.06,110.71,567.11,464.89,NaN,1.3513,795.9,7.785,6.741,7.978,5.116,7.442,NaN,15.91
728591,1.1737,NaN,NaN,NaN,NaN,0.11724,NaN,2.79,NaN,41.94,1.2965,4.72,NaN,9.85,108.68,559.71,460.83,NaN,1.3513,795.3,7.849,6.803,8.046,5.136,7.508,NaN,16.97
728592,1.1723,NaN,NaN,NaN,NaN,0.11724,NaN,2.78,NaN,94.64,1.3007,4.67,NaN,9.85,110.52,557.94,461.53,NaN,1.3483,794.4,7.856,6.803,8.046,5.161,7.512,NaN,16.13
728593,1.1696,NaN,NaN,NaN,NaN,0.11725,NaN,2.76,NaN,214.16,1.2992,4.88,NaN,9.73,110.36,560.06,462.62,NaN,1.3481,794.9,7.885,6.908,8.067,5.108,7.547,NaN,15.7
728594,1.1751,NaN,NaN,NaN,NaN,0.11727,NaN,2.77,NaN,67.06,1.298,4.77,NaN,9.69,106.43,561.45,465.85,NaN,1.3496,794.5,7.873,6.875,8.046,5.107,7.55,NaN,15.67
728595,1.1779,NaN,NaN,NaN,NaN,0.11728,NaN,2.85,NaN,30.05,1.2872,4.76,NaN,9.64,107.52,566.48,473.77,NaN,1.3515,794.2,7.793,6.816,7.958,5.126,7.47,NaN,14.56
728598,1.1834,NaN,NaN,NaN,NaN,0.11728,NaN,3,NaN,92.09,1.288,4.9,NaN,9.38,108.06,566.11,472.35,NaN,1.3533,793.8,7.807,6.824,7.97,5.146,7.485,NaN,14.56
728599,1.1855,NaN,NaN,NaN,NaN,0.11729,NaN,2.91,NaN,50.82,1.2943,4.76,NaN,9.48,109.52,563.63,468.42,NaN,1.3566,793.8,7.902,6.917,8.061,5.202,7.58,NaN,14.84
728600,1.1855,NaN,NaN,NaN,NaN,0.1173,NaN,2.86,NaN,108,1.2975,4.67,NaN,9.55,110.24,562.71,466.5,NaN,1.3558,793.8,7.953,6.96,8.097,5.212,7.638,NaN,15.34
728601,1.1834,NaN,NaN,NaN,NaN,0.11731,NaN,2.86,NaN,58.77,1.2812,4.71,NaN,9.55,110.43,556.59,467.91,NaN,1.3586,793.8,7.955,6.977,8.098,5.232,7.649,NaN,15.58
728602,1.1848,NaN,NaN,NaN,NaN,0.11733,NaN,2.79,NaN,36.3,1.2724,4.66,NaN,9.55,109.66,560.79,462.28,NaN,1.356,793.8,8.023,7.028,8.159,5.303,7.711,NaN,16.75
728605,1.1933,NaN,NaN,NaN,NaN,0.11734,NaN,2.78,NaN,92.18,1.2785,4.69,NaN,9.55,108.99,562,463.07,NaN,1.3579,793.8,8.03,7.054,8.164,5.344,7.73,NaN,17.37
728606,1.2005,NaN,NaN,NaN,NaN,0.11731,NaN,2.83,NaN,88.93,1.2847,4.51,NaN,9.55,109.03,562.57,465.65,NaN,1.3565,793.8,7.982,7.011,8.125,5.359,7.68,NaN,16.3
728607,1.2048,NaN,NaN,NaN,NaN,0.11737,NaN,2.85,NaN,111.5,1.2674,5.28,NaN,9.55,105.5,563.06,465.4,NaN,1.3566,793.9,7.965,7.02,8.11,5.347,7.672,NaN,16.42
728608,1.199,NaN,NaN,NaN,NaN,0.11738,NaN,2.83,NaN,270.85,1.2639,4.99,NaN,9.51,106.37,555.53,464.37,NaN,1.3593,793.9,7.983,7.063,8.149,5.365,7.695,NaN,16
728609,1.1976,NaN,NaN,NaN,NaN,0.11739,NaN,2.82,NaN,83.49,1.2692,4.99,NaN,9.37,106.37,552.33,462.35,NaN,1.3575,798.65,7.99,7.037,8.149,5.365,7.695,NaN,16.5
728612,1.1955,NaN,NaN,NaN,NaN,0.1174,NaN,2.89,NaN,232.26,1.255,5.48,NaN,9.43,106.5,552.82,466.04,NaN,1.3588,793.9,7.918,7.02,8.075,5.406,7.641,NaN,16.68
728613,1.2005,NaN,NaN,NaN,NaN,0.1174,NaN,2.89,NaN,52.04,1.2552,5.59,NaN,9.45,108.05,555.25,465.03,NaN,1.365,793.9,7.916,7.09,8.047,5.525,7.68,NaN,16.66
728614,1.2019,NaN,NaN,NaN,NaN,0.11743,NaN,2.85,NaN,142.23,1.2508,5.53,NaN,9.45,104.24,555.91,465.6,NaN,1.3655,793.5,7.964,7.125,8.094,5.514,7.718,NaN,15.56
728615,1.2019,NaN,NaN,NaN,NaN,0.11739,NaN,2.8,NaN,114.48,1.2528,5.51,NaN,9.45,100.24,551.46,463.56,NaN,1.3652,793.2,8.01,7.177,8.125,5.482,7.769,NaN,15.91
728616,1.1976,NaN,NaN,NaN,NaN,0.11745,NaN,2.8,NaN,44.44,1.2483,5.43,NaN,9.12,101.03,545.53,461.47,NaN,1.3672,793.1,8.008,7.196,8.131,5.469,7.785,NaN,16
728619,1.1976,NaN,NaN,NaN,NaN,0.11746,NaN,2.8,NaN,115.5,1.2444,5.49,NaN,9.13,102.61,538.67,458.3,NaN,1.3695,792.9,8.01,7.213,8.127,5.448,7.804,NaN,16.13
728620,1.1976,NaN,NaN,NaN,NaN,0.11747,NaN,2.91,NaN,131.08,1.2474,5.43,NaN,9.25,98.72,534.81,450.09,NaN,1.3736,792.6,7.904,7.199,8.044,5.442,7.711,NaN,17.24
728621,1.1862,NaN,NaN,NaN,NaN,0.11747,NaN,3,NaN,118.06,1.2467,6,NaN,9.25,97.99,522.24,449.93,NaN,1.3743,792.3,7.815,7.19,7.953,5.43,7.651,NaN,18.41
728623,1.1655,NaN,NaN,NaN,NaN,0.1175,NaN,3.02,NaN,64.44,1.2419,6.03,NaN,9.3,105.73,525.68,452.29,NaN,1.3758,792.1,7.792,7.199,7.931,5.428,7.643,NaN,17.44
728626,1.1682,NaN,NaN,NaN,NaN,0.1175,NaN,2.93,NaN,135.09,1.2392,5.67,NaN,9.43,106.76,526.03,454.16,NaN,1.3778,791.8,7.879,7.344,7.981,5.531,7.773,NaN,16.83
728627,1.1737,NaN,NaN,NaN,NaN,0.11751,NaN,2.88,NaN,203.86,1.2415,5.54,NaN,9.43,107.07,534.48,455.17,NaN,1.3797,791.5,7.931,7.404,8.034,5.671,7.835,NaN,16.15
728628,1.182,NaN,NaN,NaN,NaN,0.11752,NaN,3.3,NaN,240.11,1.2346,5.66,NaN,9.49,105.72,536,453.69,NaN,1.376,791.2,7.906,7.395,7.999,5.712,7.788,NaN,15.95
728629,1.1806,NaN,NaN,NaN,NaN,0.11753,NaN,3.29,NaN,35.07,1.2337,5.49,NaN,9.55,102.59,533.11,448.92,NaN,1.377,791.4,7.924,7.447,8.019,5.743,7.808,NaN,16.69
728630,1.1682,NaN,NaN,NaN,NaN,0.11753,NaN,3.41,NaN,118.96,1.2294,5.42,NaN,9.57,102.97,524.31,453.3,NaN,1.3705,790.9,7.803,7.438,7.905,5.782,7.708,NaN,16.55
728633,1.1786,NaN,NaN,NaN,NaN,0.11754,NaN,3.38,NaN,84.39,1.2314,5.4,NaN,9.62,103.86,523.98,453.32,NaN,1.3728,798.1,7.828,7.577,7.927,5.926,7.78,NaN,16.1
728634,1.1834,NaN,NaN,NaN,NaN,0.11755,NaN,3.48,NaN,101.47,1.2318,5.07,NaN,9.59,102.42,523.51,453.11,NaN,1.3737,791.15,7.732,7.438,7.847,5.901,7.673,NaN,16.05
728635,1.1834,NaN,NaN,NaN,NaN,0.11759,NaN,3.41,NaN,45.14,1.2327,6.09,NaN,9.51,108.38,523.06,451.23,NaN,1.3828,788.2,7.798,7.438,7.892,5.796,7.707,NaN,16.28
728636,1.182,NaN,NaN,NaN,NaN,0.11761,NaN,3.41,NaN,48.9,1.2278,5.53,NaN,9.47,113.13,520.87,445.45,NaN,1.3817,788,7.796,7.508,7.864,5.826,7.749,NaN,18.15
728637,1.1834,NaN,NaN,NaN,NaN,0.11765,NaN,3.42,NaN,75.29,1.2281,5.48,NaN,9.43,113.17,514.39,446.96,NaN,1.3839,788.2,7.789,7.508,7.858,5.813,7.741,NaN,16.04
728640,1.1862,NaN,NaN,NaN,NaN,0.1177,NaN,3.35,NaN,84.02,1.2302,5.52,NaN,9.35,114.49,513.26,449.47,NaN,1.3868,788.5,7.859,7.657,7.924,5.906,7.83,NaN,15.46
728641,1.1876,NaN,NaN,NaN,NaN,0.11774,NaN,3.39,NaN,122.82,1.2287,5.41,NaN,9.35,116.63,512.98,450.15,NaN,1.3884,789.6,7.82,7.692,7.854,5.932,7.818,NaN,14.48
728642,1.182,NaN,NaN,NaN,NaN,0.11778,NaN,3.41,NaN,120.53,1.2314,5.46,NaN,9.3,111.37,517.75,454.97,NaN,1.3885,789.6,7.8,7.579,7.865,5.827,7.76,NaN,13.03
728643,1.1765,NaN,NaN,NaN,NaN,0.11782,NaN,3.41,NaN,68.52,1.2297,5.61,NaN,9.2,108.78,517.92,455.34,NaN,1.388,789.8,7.802,7.518,7.868,5.69,7.729,NaN,12.87
728644,1.1792,NaN,NaN,NaN,NaN,0.11787,NaN,3.41,NaN,128.31,1.2303,5.34,NaN,9.16,106.87,518.74,458.8,NaN,1.3918,790.1,7.802,7.571,7.854,5.698,7.752,NaN,12.79
728647,1.1799,NaN,NaN,NaN,NaN,0.11792,NaN,3.4,NaN,54.09,1.227,5.27,NaN,9.1,107.65,518.39,457.91,NaN,1.3948,790.4,7.806,7.58,7.841,5.708,7.772,NaN,13.02
728648,1.1779,NaN,NaN,NaN,NaN,0.11798,NaN,3.41,NaN,61.34,1.2276,5.43,NaN,9.1,107.07,510.24,457.1,NaN,1.3937,790,7.8,7.545,7.847,5.609,7.744,NaN,12.98
728649,1.1737,NaN,NaN,NaN,NaN,0.11798,NaN,3.41,NaN,46.29,1.2294,6.56,NaN,9.1,103.19,503.49,459.61,NaN,1.3943,790,7.797,7.554,7.841,5.545,7.752,NaN,12.05
728650,1.1641,NaN,NaN,NaN,NaN,0.11809,NaN,3.37,NaN,118.77,1.2229,5.8,NaN,9.22,100.36,491.51,459.67,NaN,1.3988,788.4,7.836,7.724,7.853,5.597,7.845,NaN,12.42
728651,1.1723,NaN,NaN,NaN,NaN,0.11816,NaN,3.38,NaN,143.42,1.2252,5.31,NaN,9.25,101.96,493,459.83,NaN,1.3993,788.1,7.829,7.716,7.827,5.676,7.831,NaN,11.82
728655,1.1751,NaN,NaN,NaN,NaN,0.11822,NaN,3.45,NaN,77.99,1.2252,5.6,NaN,9.31,102.75,481.75,462.47,NaN,1.4003,788,7.758,7.673,7.76,5.686,7.781,NaN,12.07
728656,1.1696,NaN,NaN,NaN,NaN,0.11831,NaN,3.42,NaN,115.46,1.2265,5.48,NaN,9.44,103.6,487.88,460.86,NaN,1.4053,787.4,7.792,7.699,7.829,5.608,7.816,NaN,12.81
728657,1.1806,NaN,NaN,NaN,NaN,0.11835,NaN,3.41,NaN,64.12,1.2435,5.49,NaN,9.47,104.26,493.29,461.16,NaN,1.4066,787,7.797,7.673,7.838,5.617,7.812,NaN,12.86
728658,1.182,NaN,NaN,NaN,NaN,0.11839,NaN,3.46,NaN,113.47,1.2458,4.94,NaN,9.44,107.8,492.58,459.27,NaN,1.4019,786.5,7.822,7.699,7.881,5.687,7.827,NaN,13.2
728662,1.1834,NaN,NaN,NaN,NaN,0.11841,NaN,3.41,NaN,251.08,1.2426,5.98,NaN,9.51,108.38,484.79,459.11,NaN,1.4052,785.6,7.875,7.725,7.919,5.655,7.873,NaN,14.25
728663,1.1834,NaN,NaN,NaN,NaN,0.11841,NaN,3.47,NaN,47.84,1.2384,6.59,NaN,9.88,114.24,475.66,460.71,NaN,1.399,785.4,7.815,7.621,7.851,5.848,7.812,NaN,13.53
728664,1.1862,NaN,NaN,NaN,NaN,0.11844,NaN,3.43,NaN,72.45,1.2421,5.72,NaN,9.84,112.27,479.78,460.34,NaN,1.3997,786.2,7.854,7.647,7.882,5.889,7.862,NaN,13.5
728665,1.1905,NaN,NaN,NaN,NaN,0.11844,NaN,3.42,NaN,108.02,1.2378,5.52,NaN,9.64,109.88,471.77,460.68,NaN,1.4004,786.5,7.858,7.621,7.86,5.907,7.866,NaN,13.13
728668,1.1848,NaN,NaN,NaN,NaN,0.11845,NaN,3.41,NaN,75.18,1.2396,5.52,NaN,9.69,108.78,465.05,460.83,NaN,1.4088,787.2,7.872,7.664,7.882,5.906,7.9,NaN,13.33
728669,1.1806,NaN,NaN,NaN,NaN,0.11845,NaN,3.45,NaN,90.77,1.2517,5.44,NaN,9.7,106.87,442.93,461.68,NaN,1.4102,787.9,7.833,7.629,7.869,5.859,7.85,NaN,12.52
728670,1.1751,NaN,NaN,NaN,NaN,0.11846,NaN,3.5,NaN,86.99,1.2511,5.44,NaN,9.75,104.75,447.9,461.66,NaN,1.4125,788.1,7.783,7.559,7.838,5.743,7.804,NaN,12.15
728671,1.1834,NaN,NaN,NaN,NaN,0.11846,NaN,3.49,NaN,176.97,1.2557,5.5,NaN,9.82,101.26,453.6,461.64,NaN,1.418,787.1,7.794,7.551,7.881,5.743,7.8,NaN,12.83
728672,1.1806,NaN,NaN,NaN,NaN,0.11848,NaN,3.61,NaN,89.69,1.2538,5.47,NaN,9.8,99.58,458.49,465.97,NaN,1.4108,786.9,7.675,7.341,7.792,5.687,7.626,NaN,11.1
728675,1.1806,NaN,NaN,NaN,NaN,0.11847,NaN,3.6,NaN,115.33,1.259,5.47,NaN,9.8,99.58,459.15,469.38,NaN,1.4095,792.9,7.68,7.349,7.792,5.687,7.638,NaN,11.14
728676,1.182,NaN,NaN,NaN,NaN,0.11847,NaN,3.6,NaN,80.99,1.2563,5.69,NaN,9.8,105.56,465.87,470.05,NaN,1.4198,789.6,7.68,7.419,7.773,5.769,7.672,NaN,11.79
728677,1.182,NaN,NaN,NaN,NaN,0.11847,NaN,3.58,NaN,108.93,1.2564,5.06,NaN,9.82,107.67,460.84,469.72,NaN,1.42,788.6,7.698,7.453,7.773,5.858,7.703,NaN,11.57
728678,1.1792,NaN,NaN,NaN,NaN,0.11848,NaN,3.54,NaN,66.5,1.256,5.44,NaN,9.78,106.76,451.92,466.95,NaN,1.4243,789.4,7.741,7.453,7.821,5.857,7.733,NaN,11.86
728679,1.1792,NaN,NaN,NaN,NaN,0.11848,NaN,3.47,NaN,59.38,1.2736,5.37,NaN,9.78,107.86,445.85,464.78,NaN,1.4235,789.3,7.807,7.479,7.891,5.896,7.783,NaN,12.15
728682,1.1765,NaN,NaN,NaN,NaN,0.11848,NaN,3.46,NaN,94.13,1.2737,5.47,NaN,9.78,106.86,432.77,465.81,NaN,1.4182,789.4,7.824,7.479,7.906,5.906,7.787,NaN,12.79
728683,1.1751,NaN,NaN,NaN,NaN,0.11849,NaN,3.43,NaN,242.32,1.2716,5.45,NaN,9.78,106.74,431.63,465.86,NaN,1.4151,789.2,7.847,7.505,7.925,5.964,7.811,NaN,11.94
728684,1.1751,NaN,NaN,NaN,NaN,0.11849,NaN,3.48,NaN,219.96,1.2665,5.46,NaN,9.76,105.27,435.52,467.44,NaN,1.4107,787,7.796,7.483,7.872,5.952,7.752,NaN,11.46
728685,1.1834,NaN,NaN,NaN,NaN,0.1185,NaN,3.53,NaN,177.69,1.27,5.53,NaN,9.65,104.33,438.95,468.32,NaN,1.416,784.3,7.748,7.406,7.843,5.93,7.697,NaN,11.25
728686,1.1848,NaN,NaN,NaN,NaN,0.1185,NaN,3.67,NaN,103.09,1.2697,5.67,NaN,9.6,103.65,435.74,470.39,NaN,1.4146,782.2,7.613,7.244,7.73,5.907,7.545,NaN,11.25
728689,1.182,NaN,NaN,NaN,NaN,0.1185,NaN,3.64,NaN,121.91,1.2715,5.76,NaN,9.65,104.06,427.08,468.51,NaN,1.4201,783.6,7.638,7.227,7.753,5.874,7.545,NaN,12.26
728690,1.1891,NaN,NaN,NaN,NaN,0.1185,NaN,3.61,NaN,289.84,1.2673,5.86,NaN,9.73,102.82,439.84,470.42,NaN,1.407,783.6,7.581,7.235,7.698,5.995,7.506,NaN,11.96
728691,1.1876,NaN,NaN,NaN,NaN,0.1185,NaN,3.53,NaN,166.61,1.2622,5.25,NaN,9.65,107.67,445.16,470.4,NaN,1.4065,783.6,7.658,7.354,7.746,6.057,7.609,NaN,11.73
728692,1.1919,NaN,NaN,NaN,NaN,0.1185,NaN,3.53,NaN,92.2,1.2641,5.98,NaN,9.43,104.98,443.19,472.78,NaN,1.4055,783.6,7.658,7.362,7.741,5.993,7.605,NaN,11.13
